,symbol,message,datetime,user,message_id,Date,Time,label
0,AAPL,peak profit last 6 expired option alerts aapl 252 00 26 94 140 00 51 11 361 38 460 87,2020-07-19 09:49:35,1442893,229008387,2020-07-19,09:49:35,1
1,AAPL,aapl jul 17 382 50 calls option volume 144 44 volume 5 346 vs 2 187,2020-07-19 09:47:26,1442893,229008357,2020-07-19,09:47:26,1
2,AAPL,tsla market true bubble territory profitable company like amzn aapl msft trading current tsla multiple,2020-07-19 09:01:25,1115913,229007569,2020-07-19,09:01:25,1
3,AAPL,aapl analyzed 26 analysts buy consensus 86 analysts seem confident aapl,2020-07-19 08:13:00,47688,229006733,2020-07-19,08:13:00,1
4,AAPL,aapl new article dogs dow august 4 adopt ignore,2020-07-19 07:54:05,1555408,229006403,2020-07-19,07:54:05,1
5,AAPL,stocks rebound sharply aapl msft tsla spy,2020-07-19 07:52:28,296805,229006376,2020-07-19,07:52:28,1
6,AAPL,ndx qq aapl nq f next crash lead nasdaq amp apple watch video catalyst crash nasdaq 100 get hit wrecking ball,2020-07-19 07:38:53,23557,229006126,2020-07-19,07:38:53,1
7,AAPL,msft amzn goog aapl lot people 39 realize stocks 39 actually stocks traditional sense equities quot risk quot anymore 39 world fed 39 mandates prevent much anything print ton money stock market everyone 39 401k wealth saving economy actually means saving stock market 39 tough pill many swallow jobless claims rising measure stocks quot quot going 39 39 fed essentially turned variable rate treasuries pretty soon 39 outright support stock prices directly buying equities soon 39 witness meltup lifetime poorest 90 country get absolutely devastated richest 10 get much richer 39 bonkers 39 planning get fair share trillions getting printed quot trade market 39 front one think quot,2020-07-19 07:32:10,1340663,229005999,2020-07-19,07:32:10,1
8,AAPL,face tears joy rolling floor laughing grinning face sweat aapl tsla amzn spy fb,2020-07-19 07:30:05,2859254,229005960,2020-07-19,07:30:05,1
9,AAPL,aapl area 358 373 reached end cycle 7 13 high 3 waves turns higher elliottwave trading,2020-07-19 07:29:23,128933,229005946,2020-07-19,07:29:23,1
10,AAPL,updated correlation matrix consolidated edison ed apple aapl stocks earnings,2020-07-19 06:52:02,56948,229005041,2020-07-19,06:52:02,1
11,AAPL,spy amzn aapl zm amd watch trump pucker hole china controls supplies capital market 50 seconds fox news cuts save yells brett exposing truth face tears joy face tears joy face tears joy face tears joy pile poo fire fire fire fire man facepalming selector national emergency trump lying show weakness fooling supporters war,2020-07-19 05:36:08,2909088,229002859,2020-07-19,05:36:08,1
12,AAPL,aapl may odds ever favor,2020-07-19 05:28:40,1464151,229002563,2020-07-19,05:28:40,1
13,AAPL,updated correlation matrix apple aapl tenet insidertrading stocks fintechnews,2020-07-19 05:26:42,56948,229002496,2020-07-19,05:26:42,1
14,AAPL,tsla backhand index pointing right jeremy one biggest tesla pumpers said quot 39 buying stock 1500 better confident 3 things quot 2 5 world car sales ev vehicles 1 quot cars sold 10 years evs quot woman facepalming light skin tone asia side countries 95 homes 39 concept garage charge night 2 quot tesla 1 2 player amp dominant market share us amp eu amp china 25 50 market share quot woman facepalming light skin tone still consumer preference amp brand royalty bmw audi mercedez toyota strong demands affordable evs asia continents 3 quot tesla 1 2 autonomous player long term quot woman facepalming light skin tone people already locked ios android device car iot 39 already working makes think tesla win tech giants spy aapl nkla ford p please debate 39 curse f c words let 39 put battery amp spacex business side smiling face 3 hearts,2020-07-19 05:12:28,1165200,229001944,2020-07-19,05:12:28,1
15,AAPL,spy aapl amzn fb tsla guys moon watchthis readthese get bearish quick fire fire fire fire,2020-07-19 05:06:36,2909088,229001679,2020-07-19,05:06:36,1
16,AAPL,aapl good news around,2020-07-19 05:05:16,2826617,229001615,2020-07-19,05:05:16,1
17,AAPL,aapl 450,2020-07-19 05:05:03,2826617,229001607,2020-07-19,05:05:03,1
18,AAPL,aapl 10 contracts 385p 8 7 oncoming fist oncoming fist,2020-07-19 04:30:52,3782685,228999825,2020-07-19,04:30:52,1
19,AAPL,amzn aapl gld zm mrna olease get educated bulls hurting investing 101 fb risksavagewild 36 f r e watchthis,2020-07-19 04:26:35,2909088,228999588,2020-07-19,04:26:35,1
20,AAPL,aapl goog googl tsla twtr make big profits us trading community 95 success rate 450 profits hour 110 15 minutes 63k members 39 free 20 day trial l nk pr0file,2020-07-19 03:30:59,3810667,228996492,2020-07-19,03:30:59,1
21,AAPL,aapl based 2019 earnings looks like aapl trading 31 pe 2020 estimates p e 29 aggressive 2021 earnings estimate forward p e 24 seems overvalued especially hidon 39 types targets imagine middle pandemic,2020-07-19 03:27:15,2809019,228996270,2020-07-19,03:27:15,1
22,AAPL,aapl 450 end year however slow money gamble gamble gamble need 400 er lol,2020-07-19 03:20:57,3742118,228995878,2020-07-19,03:20:57,1
23,AAPL,aapl new video finding support resistance come check subscribe content,2020-07-19 03:19:49,614596,228995791,2020-07-19,03:19:49,1
24,AAPL,azn saving world got egypt safe Egypt tsla aapl amzn take trust fund dollars triple saving world azn,2020-07-19 03:08:16,939452,228995038,2020-07-19,03:08:16,1
25,AAPL,aapl wow let pass,2020-07-19 03:04:33,3246177,228994787,2020-07-19,03:04:33,1
26,AAPL,perfect tag 1 618 fib level pre corona high bottom literally everyone owns aapl hedge funds banks individuals panic ensues hell long way spy qq,2020-07-19 02:48:40,3163981,228993743,2020-07-19,02:48:40,1
27,AAPL,spy ba aapl tsla battle jim vs dwight aka left vs right aka bears vs bulls team dwight,2020-07-19 02:24:33,3481824,228990640,2020-07-19,02:24:33,1
28,AAPL,nio tsla ba aapl proof pudding gs downgrade simply cheap shot nio prominence see monday 14 56 hundred points rocket partying face star struck,2020-07-19 02:24:02,2876524,228990529,2020-07-19,02:24:02,1
29,AAPL,tsla aapl ba nflx msft wish monday already never thought 39 dislike weekneds weekdays woozy face,2020-07-19 02:08:05,2111668,228987340,2020-07-19,02:08:05,1
30,AAPL,aapl everyone enjoy weekend new highs monday,2020-07-19 01:38:17,1730533,228980824,2020-07-19,01:38:17,1
31,AAPL,aapl analyzed 26 analysts buy consensus 86 analysts seem confident aapl,2020-07-19 01:37:00,47688,228980541,2020-07-19,01:37:00,1
32,AAPL,stocks rebound sharply mcm 2q 39 20 investor letter tsla aapl msft acad,2020-07-19 01:28:22,945301,228978583,2020-07-19,01:28:22,1
33,AAPL,nio tsla ba aapl fda approves pooled testing coronavirus positive virus news take overall market upward including truly nio,2020-07-19 01:23:25,2876524,228977490,2020-07-19,01:23:25,1
34,AAPL,aapl apples ryce eat sick broke check monday play ryce big runner come monday huge bull flag close friday,2020-07-19 01:17:10,3352973,228976114,2020-07-19,01:17:10,1
35,AAPL,aapl still think potential go,2020-07-19 01:03:48,2229274,228973165,2020-07-19,01:03:48,1
36,AAPL,aapl novn bought get monday,2020-07-19 00:57:39,3776213,228971793,2020-07-19,00:57:39,1
37,AAPL,aapl technical reviews large potential play subscribers alerted,2020-07-19 00:53:02,3808501,228970776,2020-07-19,00:53:02,1
38,AAPL,aapl someone explain apple valuation without using words limitless sci fi throw around buzzword like ar vr potential facebook owns best ar company oculus bought 2b,2020-07-19 00:23:22,3769710,228963846,2020-07-19,00:23:22,1
39,AAPL,aapl amzn amd nflx jpm eyes face hand mouth,2020-07-19 00:03:54,2909088,228959217,2020-07-19,00:03:54,1
40,AAPL,spy tsla amd aapl amzn bulls going pile poo pants man shrugging selector rolling floor laughing face hand mouth,2020-07-18 23:53:26,2909088,228956647,2020-07-18,23:53:26,1
41,AAPL,aapl important update warning selector tomorrow sunday another day market closed attempt make trades disappointed,2020-07-18 23:40:10,3273554,228953347,2020-07-18,23:40:10,1
42,AAPL,djia aapl msft fb thinking go 50 cash anyone bullish please share bullish thesis,2020-07-18 23:18:06,1853570,228947329,2020-07-18,23:18:06,1
43,AAPL,aapl sentiment highly positive right news mentions positive 36 negative 1 neutral 14 sentiment score 1 304 scale 1 5 1 5 stock alerts news research tools tradethehalt com,2020-07-18 23:02:09,2942797,228942663,2020-07-18,23:02:09,1
44,AAPL,bynd lt get partnership kfc earnings coming mrna tsla rigl aapl,2020-07-18 22:56:22,1434885,228940909,2020-07-18,22:56:22,1
45,AAPL,digital crown filed trademark apple inc digitalcrown aapl digital crown,2020-07-18 22:53:09,2831538,228939904,2020-07-18,22:53:09,1
46,AAPL,nio tsla ba aapl think stronger bullish momentum ever nio witnessed july 18 50 00th mass produced vehicle roll production line,2020-07-18 22:50:55,2876524,228939154,2020-07-18,22:50:55,1
47,AAPL,djia aapl msft fb bearish factors 1 stimulus ending june 2 ban evictions ends june 3 unemployment 4 reopening delayed 5 fed trying avoid inflation,2020-07-18 22:44:25,1853570,228936939,2020-07-18,22:44:25,1
48,AAPL,aapl insane channel breakout even think shorting falls back channel weekly chart,2020-07-18 22:27:00,1198948,228930618,2020-07-18,22:27:00,1
49,AAPL,weekly wrap retail holds without amazon xrt amzn rth aapl dpz,2020-07-18 22:21:49,2762379,228928679,2020-07-18,22:21:49,1
50,AAPL,spy covid real guys know politicians care care economy elections november aapl msft tsla,2020-07-18 22:12:43,1387790,228925017,2020-07-18,22:12:43,1
51,AAPL,spy qq aapl uvxy tgt every week offer near term long term outlook market economy last weekend 39 report offered following calling new bear bull market highs achieved know get fact driven analytics,2020-07-18 22:06:31,812524,228922477,2020-07-18,22:06:31,1
52,AAPL,spy aapl ugh apple pen red apple,2020-07-18 21:55:08,1100233,228917892,2020-07-18,21:55:08,1
53,AAPL,aapl hitting 395 monday thoughts,2020-07-18 21:53:35,1398947,228917779,2020-07-18,21:53:35,1
54,AAPL,aapl green green monday,2020-07-18 21:49:05,875697,228917299,2020-07-18,21:49:05,1
55,AAPL,aapl 270,2020-07-18 21:46:03,2130709,228916767,2020-07-18,21:46:03,1
56,AAPL,aapl going see 400,2020-07-18 21:30:36,1134077,228914152,2020-07-18,21:30:36,1
57,AAPL,aapl high think make 400,2020-07-18 21:29:51,1134077,228914026,2020-07-18,21:29:51,1
58,AAPL,spy iwm qq aapl tsla nice tight consolidation iwm says next move break higher however week expiration historically bullish expect next week bearish republican vote trump hit like,2020-07-18 21:27:49,3729439,228913684,2020-07-18,21:27:49,1
59,AAPL,djia aapl msft fb amzn going back 50 cash cash hedging,2020-07-18 21:24:59,1853570,228913176,2020-07-18,21:24:59,1
60,AAPL,aapl important update warning selector tomorrow sunday another day market closed attempt make trades disappointed,2020-07-18 23:40:10,3273554,228953347,2020-07-18,23:40:10,1
61,AAPL,djia aapl msft fb thinking go 50 cash anyone bullish please share bullish thesis,2020-07-18 23:18:06,1853570,228947329,2020-07-18,23:18:06,1
62,AAPL,aapl sentiment highly positive right news mentions positive 36 negative 1 neutral 14 sentiment score 1 304 scale 1 5 1 5 stock alerts news research tools tradethehalt com,2020-07-18 23:02:09,2942797,228942663,2020-07-18,23:02:09,1
63,AAPL,bynd lt get partnership kfc earnings coming mrna tsla rigl aapl,2020-07-18 22:56:22,1434885,228940909,2020-07-18,22:56:22,1
64,AAPL,digital crown filed trademark apple inc digitalcrown aapl digital crown,2020-07-18 22:53:09,2831538,228939904,2020-07-18,22:53:09,1
65,AAPL,nio tsla ba aapl think stronger bullish momentum ever nio witnessed july 18 50 00th mass produced vehicle roll production line,2020-07-18 22:50:55,2876524,228939154,2020-07-18,22:50:55,1
66,AAPL,spy aapl msft dkng rolling floor laughing rolling floor laughing rolling floor laughing man shrugging selector man shrugging selector man shrugging selector,2020-07-18 22:45:52,236839,228937431,2020-07-18,22:45:52,1
67,AAPL,djia aapl msft fb bearish factors 1 stimulus ending june 2 ban evictions ends june 3 unemployment 4 reopening delayed 5 fed trying avoid inflation,2020-07-18 22:44:25,1853570,228936939,2020-07-18,22:44:25,1
68,AAPL,aapl spy long,2020-07-18 22:38:40,236839,228934928,2020-07-18,22:38:40,1
69,AAPL,aapl insane channel breakout even think shorting falls back channel weekly chart,2020-07-18 22:27:00,1198948,228930618,2020-07-18,22:27:00,1
70,AAPL,weekly wrap retail holds without amazon xrt amzn rth aapl dpz,2020-07-18 22:21:49,2762379,228928679,2020-07-18,22:21:49,1
71,AAPL,spy aapl msft tsla tested positive friday worst two days I ever experienced brutal I hump today 60 sure parents could make went let lie shit real brutal,2020-07-18 22:14:31,2000314,228925821,2020-07-18,22:14:31,1
72,AAPL,spy covid real guys know politicians care care economy elections november aapl msft tsla,2020-07-18 22:12:43,1387790,228925017,2020-07-18,22:12:43,1
73,AAPL,spy qq aapl uvxy tgt every week offer near term long term outlook market economy last weekend 39 report offered following calling new bear bull market highs achieved know get fact driven analytics,2020-07-18 22:06:31,812524,228922477,2020-07-18,22:06:31,1
74,AAPL,spy aapl ugh apple pen red apple,2020-07-18 21:55:08,1100233,228917892,2020-07-18,21:55:08,1
75,AAPL,aapl hitting 395 monday thoughts,2020-07-18 21:53:35,1398947,228917779,2020-07-18,21:53:35,1
76,AAPL,aapl green green monday,2020-07-18 21:49:05,875697,228917299,2020-07-18,21:49:05,1
77,AAPL,aapl 270,2020-07-18 21:46:03,2130709,228916767,2020-07-18,21:46:03,1
78,AAPL,aapl going see 400,2020-07-18 21:30:36,1134077,228914152,2020-07-18,21:30:36,1
79,AAPL,aapl high think make 400,2020-07-18 21:29:51,1134077,228914026,2020-07-18,21:29:51,1
80,AAPL,spy iwm qq aapl tsla nice tight consolidation iwm says next move break higher however week expiration historically bullish expect next week bearish republican vote trump hit like,2020-07-18 21:27:49,3729439,228913684,2020-07-18,21:27:49,1
81,AAPL,djia aapl msft fb amzn going back 50 cash cash hedging,2020-07-18 21:24:59,1853570,228913176,2020-07-18,21:24:59,1
82,AAPL,cmcsa spy aapl goog vix quant trader get say quot wwowooww put alert community everyone made 100 quot ib statement attached truth told made good cmcsa buying spread pennies realizing 600 stock options risking little want learn trade become profitable follow along post trades 39 bullshit find story profile hope accomplish helping others learn trade reach financial freedom well 39 also free strings attached 39 free conducting another option volatility analysis weekend discern market direction following week newsletter free find email account subscribe weekly daily reports also putting together another playbook top 5 10 trades 39 looking enter cheers,2020-07-18 21:20:25,1563159,228912398,2020-07-18,21:20:25,1
83,AAPL,nio remember goldman told sell aapl jokes listen goldman,2020-07-18 21:20:22,3139648,228912383,2020-07-18,21:20:22,1
84,AAPL,nvda aapl jamie dimon 39 warning economy nobody knows comes next,2020-07-18 21:19:06,284016,228912149,2020-07-18,21:19:06,1
85,AAPL,sure I send instructions take advantage stocktwits premium room includes op wire amp alerts trade aapl tsla many cheers,2020-07-18 21:18:59,619769,228912099,2020-07-18,21:18:59,1
86,AAPL,spy tsla aapl first dedicated post point figure love chart types hope enjoy learn thing two study,2020-07-18 21:08:36,286743,228910184,2020-07-18,21:08:36,1
87,AAPL,spaq quot fisker wants become aapl automotive world quot quot imagine tsla done great design struggled mightily manufacturing quot,2020-07-18 21:07:25,245030,228909968,2020-07-18,21:07:25,1
88,AAPL,daily news digest apple inc aapl,2020-07-18 20:53:53,732840,228907622,2020-07-18,20:53:53,1
89,AAPL,aapl also dow lagging know trump wants pump dow anything,2020-07-18 20:38:27,1559134,228906455,2020-07-18,20:38:27,1
90,AAPL,aapl breakout rolling profits ba play nassive wedge breakout coming lows daily chart massive consolidation enough 100 150 pop,2020-07-18 20:37:51,1559134,228906416,2020-07-18,20:37:51,1
91,AAPL,aapl profit margin 21 35 amongst best returns industry,2020-07-18 20:34:00,47688,228906133,2020-07-18,20:34:00,1
92,AAPL,aapl target next week,2020-07-18 20:27:00,1577362,228905631,2020-07-18,20:27:00,1
93,AAPL,nio tsla ba aapl yes indeed headed moon come monday woo hoo hundred points winking face tongue partying face star struck nio 50 00th mass produced vehicle rolls production line hefei,2020-07-18 20:09:41,2876524,228904249,2020-07-18,20:09:41,1
94,AAPL,aapl gap monday vaccine news stimulus news tech earnings let us go aths,2020-07-18 19:57:37,1559134,228903315,2020-07-18,19:57:37,1
95,AAPL,aapl spy nvda tsm amd backhand index pointing right fyi peer performance samsung samsung stock 3 company announced earnings guidance q2 2020 samsung made profit quarter selling smartphones rather penalty payment apple display dispute consolidated sales said fallen 7 year 52 trillion,2020-07-18 19:57:04,1165200,228903280,2020-07-18,19:57:04,1
96,AAPL,aapl everyone iphone f group chat one wants friend going 400,2020-07-18 19:49:46,1085054,228902754,2020-07-18,19:49:46,1
97,AAPL,aapl understand fibonacci understand came analysis dummy change ur life understand fibonacci understand,2020-07-18 19:43:56,3525231,228902359,2020-07-18,19:43:56,1
98,AAPL,aapl fibonacci retracement level showing apple back 397 huge gap feom tothemoon,2020-07-18 19:42:41,3525231,228902273,2020-07-18,19:42:41,1
99,AAPL,aapl technical charts showing great support apple analyzed run ath week see touch 412 tuesday 7 22 20 understand,2020-07-18 19:41:29,3525231,228902170,2020-07-18,19:41:29,1
